timestamp,latitude,longitude,city,state,country,aqi,main_pollutant,pm25,pm10,temperature,humidity,wind_speed,wind_direction,pressure
2025-03-22 23:00:00+00:00,8.980603,38.757761,Addis Ababa,Addis Ababa,Ethiopia,58.0,p2,19.0,58.0,16.0,77.0,2.06,140.0,1016.0
2025-03-23 03:00:00+00:00,55.75222,37.61556,Moscow,Moscow,Russia,55.0,p2,16.0,55.0,-1.0,56.0,2.33,84.0,1026.0
2025-03-23 03:00:00+00:00,43.69053,-79.32794,East York,Ontario,Canada,8.0,p2,2.0,8.0,-4.0,61.0,4.63,290.0,1020.0
2025-03-23 03:00:00+00:00,52.52003,13.40489,Mitte,Berlin,Germany,86.0,p2,40.0,86.0,7.0,61.0,6.26,76.0,1008.0
2025-03-23 02:00:00+00:00,-33.9248685,18.424055299999964,Cape Town,Western Cape,South Africa,16.0,o3,12.0,16.0,17.0,92.0,5.66,360.0,1013.0
2025-03-23 03:00:00+00:00,37.564639,126.975961,Seoul,Seoul,South Korea,109.0,p2,49.0,109.0,19.0,32.0,4.12,180.0,1011.0
2025-03-23 03:00:00+00:00,52.4175,4.90561,Kadoelen,North Holland,Netherlands,85.0,p2,39.0,85.0,10.0,71.0,4.12,110.0,1002.6
2025-03-23 03:00:00+00:00,13.76512,100.49864,Phra Nakhon,Bangkok,Thailand,109.0,p2,49.0,109.0,33.0,41.0,1.36,55.0,1014.0
2025-03-23 01:00:00+00:00,41.01766,28.97438,Eminoenue,Istanbul,Turkey,71.0,p2,29.0,71.0,6.0,75.0,1.03,60.0,1023.0
2025-03-23 03:00:00+00:00,59.33258000000001,18.0649,Stockholm,Stockholm,Sweden,28.0,p2,16.0,28.0,-1.0,93.0,1.54,50.0,1026.0
2025-03-23 03:00:00+00:00,-36.8476532607247,174.76557679961,Auckland,Auckland,New Zealand,14.0,p2,8.0,14.0,22.0,74.0,6.17,210.0,1018.0
2025-03-23 03:00:00+00:00,52.226732,21.017024,Srodmiescie,Mazovia,Poland,59.0,p2,19.0,59.0,5.0,62.0,6.17,90.0,1016.0
2025-03-23 04:00:00+00:00,55.75222,37.61556,Moscow,Moscow,Russia,52.0,p2,14.0,52.0,-1.0,56.0,2.33,84.0,1026.0
2025-03-23 04:00:00+00:00,3.106236,101.717917,Kuala Lumpur,Kuala Lumpur,Malaysia,54.0,p2,16.0,54.0,32.0,65.0,1.03,0.0,1013.0
2025-03-23 03:00:00+00:00,-22.90642,-43.18223,Rio de Janeiro,Rio de Janeiro,Brazil,10.0,p2,3.0,10.0,25.0,78.0,2.57,100.0,1016.0
2025-03-23 03:00:00+00:00,35.6895,139.69171,Tokyo,Tokyo,Japan,68.0,p2,26.0,68.0,23.0,30.0,5.14,180.0,1005.0
2025-03-23 03:00:00+00:00,-34.61032,-58.39766,Balvanera,Buenos Aires F.D.,Argentina,61.0,p2,21.0,61.0,20.0,88.0,5.14,130.0,1013.0
2025-03-23 05:00:00+00:00,-1.2833299999999999,36.81667,Nairobi,Nairobi,Kenya,52.0,p2,14.0,52.0,17.0,88.0,0.0,0.0,1016.0
2025-03-23 05:00:00+00:00,6.2567,-75.602255,Medellin,Antioquia,Colombia,73.0,p2,43.0,73.0,17.0,95.0,2.24,100.0,1014.0
2025-03-23 04:00:00+00:00,52.52003,13.40489,Mitte,Berlin,Germany,84.0,p2,39.0,84.0,6.0,61.0,5.66,80.0,1008.0
2025-03-23 03:00:00+00:00,-33.9248685,18.424055299999964,Cape Town,Western Cape,South Africa,16.0,p2,11.0,16.0,17.0,92.0,5.14,350.0,1013.0
2025-03-23 08:00:00+00:00,52.4175,4.90561,Kadoelen,North Holland,Netherlands,69.0,p2,27.0,69.0,11.0,80.0,4.02,142.0,1003.0
2025-03-23 08:00:00+00:00,38.721676,-9.131168,Lisbon,Lisbon,Portugal,31.0,o3,24.0,31.0,8.0,81.0,6.17,360.0,1013.0
2025-03-23 06:00:00+00:00,52.226732,21.017024,Srodmiescie,Mazovia,Poland,60.0,p2,20.0,60.0,9.0,55.0,6.69,100.0,1016.0
2025-03-23 08:00:00+00:00,-1.2833299999999999,36.81667,Nairobi,Nairobi,Kenya,33.0,p2,9.0,33.0,21.0,68.0,4.63,80.0,1014.0
2025-03-23 08:00:00+00:00,3.106236,101.717917,Kuala Lumpur,Kuala Lumpur,Malaysia,30.0,p2,8.0,30.0,25.0,88.0,4.63,320.0,1009.0
2025-03-23 09:00:00+00:00,38.721676,-9.131168,Lisbon,Lisbon,Portugal,34.0,o3,26.0,34.0,9.0,75.0,8.22,340.0,1014.0
2025-03-23 09:00:00+00:00,6.2567,-75.602255,Medellin,Antioquia,Colombia,69.0,p2,48.0,69.0,17.0,98.0,2.24,100.0,1013.0
2025-03-23 09:00:00+00:00,3.106236,101.717917,Kuala Lumpur,Kuala Lumpur,Malaysia,55.0,p2,16.0,55.0,25.0,88.0,2.06,200.0,1009.0
2025-03-23 09:00:00+00:00,34.0669,-118.2417,Los Angeles,California,USA,49.0,p2,24.0,49.0,13.0,82.0,2.57,120.0,1015.0
2025-03-23 09:00:00+00:00,35.6895,139.69171,Tokyo,Tokyo,Japan,77.0,p2,33.0,77.0,17.0,54.0,7.72,90.0,1008.0
2025-03-23 09:00:00+00:00,51.5119769825798,-0.12162720332856,City of Westminster,England,United Kingdom,68.0,p2,26.0,68.0,10.0,87.0,1.54,20.0,1002.6
2025-03-23 09:00:00+00:00,19.42847,-99.12766,Mexico City,Mexico City,Mexico,109.0,o3,49.0,109.0,15.0,62.0,1.48,196.0,1016.0
2025-03-23 09:00:00+00:00,-1.2833299999999999,36.81667,Nairobi,Nairobi,Kenya,33.0,p2,9.0,33.0,23.0,53.0,5.14,80.0,1011.0
2025-03-23 10:00:00+00:00,-1.2833299999999999,36.81667,Nairobi,Nairobi,Kenya,45.0,p2,12.0,45.0,23.0,53.0,5.14,80.0,1011.0
2025-03-23 09:00:00+00:00,-33.87868,151.20526,Haymarket,New South Wales,Australia,36.0,p2,9.0,36.0,21.0,81.0,4.63,180.0,1020.0
2025-03-23 09:00:00+00:00,-22.90642,-43.18223,Rio de Janeiro,Rio de Janeiro,Brazil,32.0,p2,8.0,32.0,25.0,83.0,1.54,60.0,1015.0
2025-03-23 10:00:00+00:00,19.07283,72.88261,Mumbai,Maharashtra,India,105.0,p2,49.0,105.0,33.0,46.0,4.63,290.0,1010.0
2025-03-23 09:00:00+00:00,30.06263,31.24967,Cairo,Cairo,Egypt,81.0,p2,36.0,81.0,19.0,42.0,3.6,30.0,1026.0
2025-03-23 10:00:00+00:00,55.75222,37.61556,Moscow,Moscow,Russia,22.0,p2,6.0,22.0,4.0,41.0,2.92,116.0,1026.0
2025-03-23 09:00:00+00:00,43.69053,-79.32794,East York,Ontario,Canada,11.0,p2,3.0,11.0,-4.0,68.0,2.06,280.0,1023.0
2025-03-23 09:00:00+00:00,52.52003,13.40489,Mitte,Berlin,Germany,86.0,p2,40.0,86.0,11.0,50.0,6.26,78.0,1008.0
2025-03-23 08:00:00+00:00,-33.9248685,18.424055299999964,Cape Town,Western Cape,South Africa,18.0,o3,14.0,18.0,20.0,80.0,5.14,330.0,1015.0
2025-03-23 10:00:00+00:00,37.564639,126.975961,Seoul,Seoul,South Korea,109.0,p2,49.0,109.0,15.0,48.0,3.6,250.0,1009.0
2025-03-23 10:00:00+00:00,25.25848,55.309166,Dubai,Dubai,United Arab Emirates,61.0,p2,21.0,61.0,34.0,28.0,4.63,230.0,1013.0
2025-03-23 03:00:00+00:00,-34.61032,-58.39766,Balvanera,Buenos Aires F.D.,Argentina,12.0,p1,14.0,12.0,19.0,93.0,5.81,120.0,1014.0
2025-03-23 10:00:00+00:00,1.3669815,103.83350372,Singapore,Singapore,Singapore,33.0,p2,15.0,33.0,28.0,77.0,6.17,40.0,1008.0
2025-03-23 10:00:00+00:00,52.4175,4.90561,Kadoelen,North Holland,Netherlands,53.0,p2,15.0,53.0,15.0,66.0,5.14,180.0,1004.0
2025-03-23 10:00:00+00:00,13.76512,100.49864,Phra Nakhon,Bangkok,Thailand,109.0,p2,49.0,109.0,36.0,37.0,1.57,232.0,1008.0
2025-03-23 09:00:00+00:00,41.01766,28.97438,Eminoenue,Istanbul,Turkey,90.0,p2,43.0,90.0,13.0,47.0,2.57,200.0,1024.0
2025-03-23 10:00:00+00:00,59.33258000000001,18.0649,Stockholm,Stockholm,Sweden,33.0,p2,24.0,33.0,7.0,54.0,6.69,110.0,1026.0
2025-03-23 10:00:00+00:00,-36.8476532607247,174.76557679961,Auckland,Auckland,New Zealand,15.0,p2,8.0,15.0,16.0,86.0,3.09,240.0,1020.0
2025-03-23 09:00:00+00:00,6.53891,3.3742,Somolu,Lagos,Nigeria,57.0,p2,18.0,57.0,29.0,79.0,1.54,170.0,1012.0
2025-03-23 09:00:00+00:00,-12.07674,-76.99435,San Luis,Lima region,Peru,58.0,p2,18.0,58.0,20.0,86.0,2.57,190.0,1011.0
2025-03-23 10:00:00+00:00,53.333059999999996,-6.24889,Dublin,Leinster,Ireland,33.0,o3,25.0,33.0,7.0,86.0,6.17,320.0,1010.0
2025-03-23 10:00:00+00:00,55.69835738152349,12.553327274871428,Copenhagen,Capital Region,Denmark,30.0,o3,23.0,30.0,8.0,67.0,8.22,80.0,1014.0
2025-03-23 10:00:00+00:00,-6.236704,106.79324,Jakarta,Jakarta,Indonesia,68.0,p2,49.0,68.0,31.0,68.0,3.6,340.0,1007.0
2025-03-23 10:00:00+00:00,8.980603,38.757761,Addis Ababa,Addis Ababa,Ethiopia,55.0,p2,16.0,55.0,22.0,46.0,5.85,121.0,1014.0
2025-03-23 10:00:00+00:00,-33.4242189,-70.72019259999999,Santiago,Santiago Metropolitan,Chile,56.0,p2,38.0,56.0,19.0,59.0,0.56,243.0,1011.0
2025-03-23 09:00:00+00:00,21.02009,105.83097,Dong Da,Hanoi,Vietnam,109.0,p2,49.0,109.0,26.0,45.0,6.18,143.0,1012.0
2025-03-23 09:00:00+00:00,52.226732,21.017024,Srodmiescie,Mazovia,Poland,63.0,p2,22.0,63.0,12.0,48.0,6.69,90.0,1015.0
2025-03-23 10:00:00+00:00,59.92295,10.76573,Sjolyststranda,Oslo,Norway,44.0,p2,34.0,44.0,5.0,46.0,0.89,87.0,1023.0
2025-03-23 10:00:00+00:00,38.721676,-9.131168,Lisbon,Lisbon,Portugal,35.0,o3,27.0,35.0,11.0,72.0,8.22,340.0,1014.0
2025-03-23 10:00:00+00:00,6.2567,-75.602255,Medellin,Antioquia,Colombia,66.0,p2,48.0,66.0,17.0,97.0,1.3,87.0,1014.0
2025-03-23 10:00:00+00:00,3.106236,101.717917,Kuala Lumpur,Kuala Lumpur,Malaysia,54.0,p2,15.0,54.0,25.0,88.0,0.51,0.0,1009.0
2025-03-23 10:00:00+00:00,34.0669,-118.2417,Los Angeles,California,USA,49.0,p2,24.0,49.0,12.0,85.0,2.06,120.0,1014.0
2025-03-23 10:00:00+00:00,35.6895,139.69171,Tokyo,Tokyo,Japan,75.0,p2,31.0,75.0,16.0,63.0,7.2,80.0,1009.0
2025-03-23 09:00:00+00:00,51.5119769825798,-0.12162720332856,City of Westminster,England,United Kingdom,68.0,p2,26.0,68.0,11.0,87.0,2.06,80.0,1002.6
2025-03-23 10:00:00+00:00,19.42847,-99.12766,Mexico City,Mexico City,Mexico,109.0,o3,49.0,109.0,15.0,63.0,1.33,200.0,1016.0
2025-03-23 10:00:00+00:00,-1.2833299999999999,36.81667,Nairobi,Nairobi,Kenya,33.0,p2,9.0,33.0,24.0,47.0,5.66,60.0,1010.0
2025-03-23 10:00:00+00:00,19.07283,72.88261,Mumbai,Maharashtra,India,106.0,p2,49.0,106.0,33.0,46.0,4.12,300.0,1010.0
2025-03-23 11:00:00+00:00,30.06263,31.24967,Cairo,Cairo,Egypt,90.0,p2,43.0,90.0,19.0,42.0,3.6,30.0,1025.0
2025-03-23 11:00:00+00:00,55.75222,37.61556,Moscow,Moscow,Russia,22.0,p2,6.0,22.0,5.0,39.0,2.78,120.0,1026.0
2025-03-23 09:00:00+00:00,43.69053,-79.32794,East York,Ontario,Canada,11.0,p2,3.0,11.0,-4.0,67.0,2.06,340.0,1023.0
2025-03-23 10:00:00+00:00,52.52003,13.40489,Mitte,Berlin,Germany,84.0,p2,40.0,84.0,12.0,50.0,5.36,85.0,1008.0
2025-03-23 09:00:00+00:00,-33.9248685,18.424055299999964,Cape Town,Western Cape,South Africa,19.0,o3,14.0,19.0,21.0,76.0,5.66,330.0,1015.0
2025-03-23 11:00:00+00:00,37.564639,126.975961,Seoul,Seoul,South Korea,109.0,p2,49.0,109.0,13.0,58.0,3.09,240.0,1009.0
2025-03-23 11:00:00+00:00,25.25848,55.309166,Dubai,Dubai,United Arab Emirates,60.0,p2,20.0,60.0,33.0,28.0,6.17,290.0,1013.0
2025-03-23 03:00:00+00:00,-34.61032,-58.39766,Balvanera,Buenos Aires F.D.,Argentina,12.0,p1,14.0,12.0,18.0,92.0,5.81,120.0,1015.0
2025-03-23 11:00:00+00:00,1.3669815,103.83350372,Singapore,Singapore,Singapore,33.0,p2,16.0,33.0,27.0,80.0,6.17,40.0,1009.0
2025-03-23 11:00:00+00:00,52.4175,4.90561,Kadoelen,North Holland,Netherlands,49.0,p2,13.0,49.0,15.0,75.0,4.12,170.0,1004.0
2025-03-23 11:00:00+00:00,13.76512,100.49864,Phra Nakhon,Bangkok,Thailand,109.0,p2,49.0,109.0,35.0,37.0,2.81,220.0,1008.0
2025-03-23 11:00:00+00:00,41.01766,28.97438,Eminoenue,Istanbul,Turkey,90.0,p2,43.0,90.0,13.0,47.0,2.06,160.0,1024.0
2025-03-23 11:00:00+00:00,59.33258000000001,18.0649,Stockholm,Stockholm,Sweden,46.0,p2,26.0,46.0,7.0,45.0,7.72,100.0,1026.0
2025-03-23 11:00:00+00:00,-36.8476532607247,174.76557679961,Auckland,Auckland,New Zealand,15.0,p2,8.0,15.0,16.0,88.0,2.57,240.0,1020.0
2025-03-23 09:00:00+00:00,6.53891,3.3742,Somolu,Lagos,Nigeria,57.0,p2,18.0,57.0,31.0,74.0,2.57,200.0,1011.0
2025-03-23 09:00:00+00:00,-12.07674,-76.99435,San Luis,Lima region,Peru,58.0,p2,18.0,58.0,20.0,87.0,3.09,190.0,1011.0
2025-03-23 11:00:00+00:00,53.333059999999996,-6.24889,Dublin,Leinster,Ireland,30.0,o3,23.0,30.0,8.0,85.0,6.17,330.0,1010.0
2025-03-23 11:00:00+00:00,55.69835738152349,12.553327274871428,Copenhagen,Capital Region,Denmark,28.0,o3,21.0,28.0,9.0,67.0,7.2,80.0,1014.0
2025-03-23 11:00:00+00:00,-6.236704,106.79324,Jakarta,Jakarta,Indonesia,67.0,p2,49.0,67.0,30.0,70.0,4.63,330.0,1008.0
2025-03-23 11:00:00+00:00,8.980603,38.757761,Addis Ababa,Addis Ababa,Ethiopia,54.0,p2,15.0,54.0,22.0,45.0,6.13,116.0,1013.0
2025-03-23 11:00:00+00:00,-33.4242189,-70.72019259999999,Santiago,Santiago Metropolitan,Chile,56.0,p2,46.0,56.0,18.0,57.0,0.0,0.0,1011.0
2025-03-23 09:00:00+00:00,21.02009,105.83097,Dong Da,Hanoi,Vietnam,109.0,p2,49.0,109.0,25.0,52.0,6.75,145.0,1012.0
2025-03-23 09:00:00+00:00,52.226732,21.017024,Srodmiescie,Mazovia,Poland,63.0,p2,22.0,63.0,13.0,44.0,6.69,100.0,1015.0
2025-03-23 11:00:00+00:00,59.92295,10.76573,Sjolyststranda,Oslo,Norway,40.0,p2,23.0,40.0,9.0,51.0,0.89,87.0,1023.0
2025-03-23 11:00:00+00:00,38.721676,-9.131168,Lisbon,Lisbon,Portugal,36.0,o3,28.0,36.0,12.0,69.0,8.22,340.0,1015.0
2025-03-23 11:00:00+00:00,6.2567,-75.602255,Medellin,Antioquia,Colombia,69.0,p2,49.0,69.0,18.0,99.0,1.03,0.0,1014.0
2025-03-23 11:00:00+00:00,3.106236,101.717917,Kuala Lumpur,Kuala Lumpur,Malaysia,55.0,p2,16.0,55.0,25.0,88.0,0.51,0.0,1010.0
2025-03-23 11:00:00+00:00,34.0669,-118.2417,Los Angeles,California,USA,52.0,p2,25.0,52.0,13.0,83.0,1.54,150.0,1014.0
2025-03-23 11:00:00+00:00,35.6895,139.69171,Tokyo,Tokyo,Japan,73.0,p2,30.0,73.0,15.0,70.0,4.63,60.0,1011.0
2025-03-23 09:00:00+00:00,51.5119769825798,-0.12162720332856,City of Westminster,England,United Kingdom,68.0,p2,26.0,68.0,12.0,85.0,0.89,65.0,1003.0
2025-03-23 11:00:00+00:00,19.42847,-99.12766,Mexico City,Mexico City,Mexico,109.0,o3,49.0,109.0,14.0,66.0,2.06,60.0,1016.0
2025-03-23 12:00:00+00:00,-1.2833299999999999,36.81667,Nairobi,Nairobi,Kenya,33.0,p2,9.0,33.0,24.0,47.0,5.14,90.0,1010.0
2025-03-23 09:00:00+00:00,-33.87868,151.20526,Haymarket,New South Wales,Australia,36.0,p2,9.0,36.0,21.0,81.0,4.12,210.0,1020.0
2025-03-23 10:00:00+00:00,-22.90642,-43.18223,Rio de Janeiro,Rio de Janeiro,Brazil,41.0,p2,10.0,41.0,26.0,80.0,2.57,340.0,1016.0
2025-03-23 12:00:00+00:00,19.07283,72.88261,Mumbai,Maharashtra,India,96.0,p2,49.0,96.0,32.0,51.0,4.12,300.0,1010.0
2025-03-23 11:00:00+00:00,30.06263,31.24967,Cairo,Cairo,Egypt,90.0,p2,43.0,90.0,22.0,28.0,5.32,44.0,1024.0
2025-03-23 12:00:00+00:00,55.75222,37.61556,Moscow,Moscow,Russia,22.0,p2,6.0,22.0,6.0,41.0,2.83,122.0,1026.0
2025-03-23 09:00:00+00:00,43.69053,-79.32794,East York,Ontario,Canada,11.0,p2,3.0,11.0,-4.0,69.0,2.57,310.0,1023.0
2025-03-23 11:00:00+00:00,52.52003,13.40489,Mitte,Berlin,Germany,82.0,p2,39.0,82.0,13.0,49.0,5.81,97.0,1007.0
2025-03-23 10:00:00+00:00,-33.9248685,18.424055299999964,Cape Town,Western Cape,South Africa,19.0,o3,15.0,19.0,20.0,82.0,4.12,340.0,1014.0
2025-03-23 12:00:00+00:00,37.564639,126.975961,Seoul,Seoul,South Korea,109.0,p2,49.0,109.0,13.0,58.0,2.06,220.0,1009.0
2025-03-23 12:00:00+00:00,25.25848,55.309166,Dubai,Dubai,United Arab Emirates,58.0,p2,24.0,58.0,34.0,28.0,4.63,220.0,1013.0
2025-03-23 12:00:00+00:00,-34.61032,-58.39766,Balvanera,Buenos Aires F.D.,Argentina,51.0,p2,13.0,51.0,19.0,91.0,4.47,110.0,1015.0
2025-03-23 12:00:00+00:00,1.3669815,103.83350372,Singapore,Singapore,Singapore,33.0,p2,16.0,33.0,28.0,81.0,6.17,50.0,1010.0
2025-03-23 12:00:00+00:00,52.4175,4.90561,Kadoelen,North Holland,Netherlands,43.0,p2,11.0,43.0,15.0,71.0,2.68,171.0,1005.0
2025-03-23 12:00:00+00:00,13.76512,100.49864,Phra Nakhon,Bangkok,Thailand,109.0,p2,49.0,109.0,34.0,38.0,4.06,202.0,1009.0
2025-03-23 12:00:00+00:00,41.01766,28.97438,Eminoenue,Istanbul,Turkey,90.0,p2,43.0,90.0,15.0,39.0,3.09,210.0,1023.0
2025-03-23 12:00:00+00:00,59.33258000000001,18.0649,Stockholm,Stockholm,Sweden,60.0,p2,29.0,60.0,7.0,46.0,8.22,100.0,1026.0
2025-03-23 12:00:00+00:00,-36.8476532607247,174.76557679961,Auckland,Auckland,New Zealand,12.0,p2,7.0,12.0,15.0,89.0,2.06,270.0,1020.0
2025-03-23 12:00:00+00:00,6.53891,3.3742,Somolu,Lagos,Nigeria,56.0,p2,17.0,56.0,32.0,66.0,3.6,180.0,1010.0
2025-03-23 12:00:00+00:00,-12.07674,-76.99435,San Luis,Lima region,Peru,62.0,p2,22.0,62.0,20.0,88.0,3.6,170.0,1012.0
2025-03-23 12:00:00+00:00,53.333059999999996,-6.24889,Dublin,Leinster,Ireland,29.0,o3,22.0,29.0,9.0,82.0,7.72,340.0,1010.0
2025-03-23 12:00:00+00:00,55.69835738152349,12.553327274871428,Copenhagen,Capital Region,Denmark,31.0,o3,24.0,31.0,9.0,67.0,7.72,70.0,1014.0
2025-03-23 12:00:00+00:00,-6.236704,106.79324,Jakarta,Jakarta,Indonesia,66.0,p2,49.0,66.0,30.0,71.0,2.57,350.0,1009.0
2025-03-23 12:00:00+00:00,8.980603,38.757761,Addis Ababa,Addis Ababa,Ethiopia,52.0,p2,14.0,52.0,24.0,43.0,6.69,120.0,1012.0
2025-03-23 12:00:00+00:00,-33.4242189,-70.72019259999999,Santiago,Santiago Metropolitan,Chile,60.0,p2,49.0,60.0,19.0,57.0,0.0,0.0,1011.0
2025-03-23 12:00:00+00:00,21.02009,105.83097,Dong Da,Hanoi,Vietnam,109.0,p2,49.0,109.0,24.0,59.0,6.4,151.0,1013.0
2025-03-23 12:00:00+00:00,52.226732,21.017024,Srodmiescie,Mazovia,Poland,61.0,p2,21.0,61.0,14.0,43.0,8.22,110.0,1014.0
2025-03-23 12:00:00+00:00,59.92295,10.76573,Sjolyststranda,Oslo,Norway,40.0,p2,23.0,40.0,9.0,49.0,0.89,87.0,1022.0
2025-03-23 12:00:00+00:00,38.721676,-9.131168,Lisbon,Lisbon,Portugal,36.0,o3,28.0,36.0,12.0,64.0,6.17,340.0,1015.0
2025-03-23 12:00:00+00:00,6.2567,-75.602255,Medellin,Antioquia,Colombia,65.0,p2,49.0,65.0,18.0,97.0,1.03,0.0,1015.0
2025-03-23 12:00:00+00:00,3.106236,101.717917,Kuala Lumpur,Kuala Lumpur,Malaysia,28.0,p2,7.0,28.0,25.0,88.0,0.0,0.0,1011.0
2025-03-23 12:00:00+00:00,34.0669,-118.2417,Los Angeles,California,USA,53.0,p2,18.0,53.0,12.0,86.0,2.06,130.0,1014.0
2025-03-23 12:00:00+00:00,35.6895,139.69171,Tokyo,Tokyo,Japan,69.0,p2,27.0,69.0,14.0,74.0,5.66,40.0,1012.0
2025-03-23 12:00:00+00:00,51.5119769825798,-0.12162720332856,City of Westminster,England,United Kingdom,67.0,p2,26.0,67.0,13.0,81.0,1.54,310.0,1003.0
2025-03-23 12:00:00+00:00,19.42847,-99.12766,Mexico City,Mexico City,Mexico,109.0,o3,49.0,109.0,13.0,66.0,0.89,161.0,1017.0
2025-03-23 12:00:00+00:00,-1.2833299999999999,36.81667,Nairobi,Nairobi,Kenya,33.0,p2,9.0,33.0,24.0,47.0,7.2,80.0,1010.0
2025-03-23 12:00:00+00:00,-33.87868,151.20526,Haymarket,New South Wales,Australia,43.0,p2,11.0,43.0,20.0,82.0,4.12,230.0,1020.0
2025-03-23 12:00:00+00:00,-22.90642,-43.18223,Rio de Janeiro,Rio de Janeiro,Brazil,55.0,p2,16.0,55.0,26.0,77.0,2.57,340.0,1015.0
2025-03-23 13:00:00+00:00,19.07283,72.88261,Mumbai,Maharashtra,India,108.0,p2,49.0,108.0,30.0,62.0,5.14,280.0,1010.0
2025-03-23 13:00:00+00:00,30.06263,31.24967,Cairo,Cairo,Egypt,83.0,p2,38.0,83.0,21.0,35.0,6.69,30.0,1024.0
2025-03-23 13:00:00+00:00,55.75222,37.61556,Moscow,Moscow,Russia,28.0,p2,7.0,28.0,5.0,38.0,3.17,130.0,1026.0
2025-03-23 12:00:00+00:00,43.69053,-79.32794,East York,Ontario,Canada,14.0,p2,4.0,14.0,-4.0,57.0,2.57,70.0,1023.0
2025-03-23 12:00:00+00:00,52.52003,13.40489,Mitte,Berlin,Germany,82.0,p2,41.0,82.0,13.0,50.0,6.17,110.0,1007.0
2025-03-23 11:00:00+00:00,-33.9248685,18.424055299999964,Cape Town,Western Cape,South Africa,19.0,o3,14.0,19.0,19.0,83.0,6.69,320.0,1014.0
2025-03-23 13:00:00+00:00,37.564639,126.975961,Seoul,Seoul,South Korea,109.0,p2,49.0,109.0,13.0,58.0,2.06,170.0,1008.0
2025-03-23 13:00:00+00:00,25.25848,55.309166,Dubai,Dubai,United Arab Emirates,71.0,p2,29.0,71.0,32.0,28.0,6.17,280.0,1012.0
2025-03-23 03:00:00+00:00,-34.61032,-58.39766,Balvanera,Buenos Aires F.D.,Argentina,12.0,p1,14.0,12.0,19.0,90.0,4.47,110.0,1016.0
2025-03-23 13:00:00+00:00,1.3669815,103.83350372,Singapore,Singapore,Singapore,39.0,p2,15.0,39.0,27.0,85.0,4.63,360.0,1011.0
2025-03-23 13:00:00+00:00,52.4175,4.90561,Kadoelen,North Holland,Netherlands,51.0,p2,13.0,51.0,16.0,69.0,3.58,145.0,1004.0
2025-03-23 13:00:00+00:00,13.76512,100.49864,Phra Nakhon,Bangkok,Thailand,109.0,p2,49.0,109.0,33.0,39.0,5.55,183.0,1010.0
2025-03-23 13:00:00+00:00,41.01766,28.97438,Eminoenue,Istanbul,Turkey,85.0,p2,39.0,85.0,14.0,39.0,2.06,220.0,1023.0
2025-03-23 13:00:00+00:00,59.33258000000001,18.0649,Stockholm,Stockholm,Sweden,64.0,p2,37.0,64.0,6.0,48.0,6.69,110.0,1026.0
2025-03-23 13:00:00+00:00,-36.8476532607247,174.76557679961,Auckland,Auckland,New Zealand,12.0,p2,8.0,12.0,15.0,89.0,1.54,300.0,1020.0
